Function,Parameters,Start Line,End Line,Direct Callers,Direct Dependencies,Services,Destructive/Write Ops,Public Naming,Reachability,Risk Hint
processBlankContactSummariesOnDemoP_,"demoSheet, timing",13009,13029,,clearSheetRuntimeCachesForSheet_; combineNotesSummaryData_; getDataValues_; getPMRIndex_; markRuntimeStep_; normalizeCompareValue_; normalizePMR_; writePMRContactsToParticipantRows_,,setValues,Private/helper,No static path,High
splitRawDataRowsIntoActiveAndDisenrolled_,"rawData, disenrolledPMRSet",13030,13081,,findHeaderIndex_; getPMRIndex_; normalizeCompareValue_; normalizePMR_,,,Private/helper,No static path,Low
buildDisenrolledPMRSetFromDemoPValues_,"demoValues, demoHeaderMap",13082,13099,copyQualifyingDemoPRowsToMasterList_; removeDisenrolledPMRBlocksFromMasterUsingDemoP_,findHeaderIndex_; getPMRIndex_; normalizeCompareValue_; normalizePMR_,,,Private/helper,Reachable,Low
loadDisenrolledPMRSetForMonth_,monthParts,13100,13116,,getDataValues_; getPMRIndex_; normalizePMR_,SpreadsheetApp,,Private/helper,No static path,Medium
appendDisenrolledRowsFromRawDataToExclusion_,"rawSheet, rawHeaders, rowsByPMR, monthParts",13117,13122,,appendDisenrolledPMRBlocksToExclusion_,,,Private/helper,No static path,Low
moveDisenrolledPMRsFromDemoPToExclusion_,"demoSheet, monthParts",13123,13233,createDisenrolledList,appendDisenrolledDeltasToExclusionSheet_; buildHeaderIndexMap_; clearSheetRuntimeCachesForSheet_; createDisenrolledExclusionSheetFromDashboardTemplate_; deleteRowNumberBatches_; findHeaderIndex_; forceSheetRowCount_; getDataValues_; getHeaders_; getPMRIndex_; logBestEffortWarning_; normalizeCompareValue_; normalizePMR_,SpreadsheetApp,,Private/helper,Reachable,Medium
appendDisenrolledDeltasToExclusionSheet_,"exclusionSheet, sourceHeaders, rowsToAppendByPMR, monthParts",13234,13301,appendDisenrolledPMRBlocksToExclusion_; moveDisenrolledPMRsFromDemoPToExclusion_,buildHeaderIndexMap_; clearSheetRuntimeCachesForSheet_; findHeaderIndex_; getHeadersForSheetType_; getPMRIndex_; loadDashboardConfig_; lockFinalOutputRowHeights_; logBestEffortWarning_; normalizePMR_,SpreadsheetApp,copyTo; setValues; sort,Private/helper,Reachable,High
appendDisenrolledPMRBlocksToExclusion_,"sourceSheet, sourceHeaders, rowsByPMR, monthParts",13302,13313,appendDisenrolledRowsFromRawDataToExclusion_,appendDisenrolledDeltasToExclusionSheet_; createDisenrolledExclusionSheetFromDashboardTemplate_,SpreadsheetApp,,Private/helper,No static path,Medium
createDisenrolledExclusionSheetFromDashboardTemplate_,"ss, monthParts",13314,13355,appendDisenrolledPMRBlocksToExclusion_; moveDisenrolledPMRsFromDemoPToExclusion_,applyDashboardTemplateFormattingToActiveReportSheet_; clearSheetRuntimeCachesForSheet_; getBehaviorForSheetType_; getHeadersForSheetType_; getSheetDefinitionByType_; getTodayLocalDate_; loadDashboardConfig_; logBestEffortWarning_; resizeSheetGrid_; resolveTemplateRowCount_; setUniqueSheetName_,SpreadsheetApp,copyTo; insertSheet; setValue; setValues,Private/helper,Reachable,High
loadDisenrolledExclusionPMRsForPart3_,,13356,13375,copyQualifyingDemoPRowsToMasterList_; removeDisenrolledPMRBlocksFromMasterUsingDemoP_,buildHeaderIndexMap_; getPMRIndex_; normalizePMR_,SpreadsheetApp,,Private/helper,Reachable,Medium
removeDisenrolledPMRBlocksFromMasterUsingDemoP_,"masterSheet, demoSheet",13376,13414,rebuildChangedPMRsOnExistingMaster_; updateMasterListForMonth_,buildDisenrolledPMRSetFromDemoPValues_; buildHeaderIndexMap_; getHeaders_; getPMRIndex_; loadDisenrolledExclusionPMRsForPart3_; normalizePMR_,,clearContent; setValues,Private/helper,Reachable,High
applyDisenrolledExclusionCreateFormattingOnly_,sheet,13415,13433,,applyStandardFormattingAfterHeadersAndData_; forceStandardTitleCellAlignment_; getTodayLocalDate_,,setValue,Private/helper,No static path,High
getCurrentRawDataSheet_,monthParts,13528,13533,buildDemoPFromScratch; buildMonthlyChangeReportForMonth_; updateDemoPMonthlySync; updateMasterListForMonth_,getMonthlySheetByPrefixAndDate_,SpreadsheetApp,,Private/helper,Reachable,Medium
getPreviousRawDataSheet_,monthParts,13534,13538,buildMonthlyChangeReportForMonth_; updateMasterListForMonth_,getMonthlySheetByPrefixAndDate_,SpreadsheetApp,,Private/helper,Reachable,Medium
getCurrentDemoPSheet_,monthParts,13539,13546,createDisenrolledList; createMasterList; updateDemoPMonthlySync; updateMasterListForMonth_,getMonthlySheetByPrefixAndDate_,SpreadsheetApp,,Private/helper,Reachable,Medium
getPreviousDemoPSheet_,monthParts,13547,13551,,getMonthlySheetByPrefixAndDate_,SpreadsheetApp,,Private/helper,No static path,Medium
getMonthlyChangeReportHeaders_,sourceHeaders,13552,13564,buildMonthlyChangeReportSectionLayout_; buildMonthlyChangeSectionRows_; formatMonthlyChangeReportSectionSheet_; populateMonthlyChangeReportSections_; rebuildProductionMonthlyChangeTemplate,,,,Private/helper,Reachable,Low
getMonthlyChangeReportDateIndexes_,reportHeaders,13565,13570,buildMonthlyChangeSectionRows_; convertMonthlyChangeReportDateValues_,,,,Private/helper,Reachable,Low
convertMonthlyChangeReportDateValues_,"rowValues, reportHeaders, dateIndexes",13571,13600,buildMonthlyChangeReportRow_,coerceToValidDate_; getMonthlyChangeReportDateIndexes_; spreadsheetSerialDateToLocalDate_,,,Private/helper,Reachable,Low
buildMonthlyChangeReportRow_,"sourceRow, sourceHeaders, reportHeaders, changedColumns, dateIndexes",13601,13620,buildMonthlyChangeSectionRows_,convertMonthlyChangeReportDateValues_,,sort,Private/helper,Reachable,High
formatMonthlyChangeReportSectionSheet_,"reportSheet, sourceHeaders",13621,13636,buildMonthlyChangeReportForMonth_; getOrBuildMonthlyChangeReport_,applyColumnWidths_; applyHiddenColumnSettings_; getMonthlyChangeReportHeaders_; loadDashboardConfig_; stripMonthlyChangeNativeBandings_,,,Private/helper,Reachable,Low
runDashboardQualityStartUp,,13642,13648,quickSystemSetup; runDashboardQualityQuick,ensureDashboardQualityReportSheet_; runDashboardQualityDashboardVerificationSections_; runFrameworkTimed_,,,Public,Reachable,Low
runDashboardQualityDashboardVerificationSections_,"timing, qualitySheet",13649,13702,runDashboardQualityStartUp,buildDashboardSectionIndex_; buildTimestampedDashboardQualitySectionRows_; collectFormatDashboardColumnDefinitionVerificationRows_; collectFormatDashboardGlobalInputVerificationRows_; collectFormatDashboardSheetBehaviorVerificationRows_; collectFormatDashboardSheetDefinitionVerificationRows_; collectFormatDashboardSheetHeaderVerificationRows_; dashboardQualityRowsEqualValues_; ensureDashboardQualityReportSheet_; getDashboardQualitySectionRows_; getDashboardQualitySectionTitleForKey_; markFrameworkStep_; replaceDashboardQualitySectionRows_; replaceDashboardQualitySectionsRows_; saveDashboardQualitySectionRows_,SpreadsheetApp,,Private/helper,Reachable,Medium
getDashboardVerificationPassRow_,"headers, item, notes",13703,13712,appendDashboardVerificationPassIfNoIssues_,,,,Private/helper,Reachable,Low
appendDashboardVerificationPassIfNoIssues_,"rows, item, notes",13713,13717,collectFormatDashboardColumnDefinitionVerificationRows_; collectFormatDashboardGlobalInputVerificationRows_; collectFormatDashboardSheetBehaviorVerificationRows_; collectFormatDashboardSheetDefinitionVerificationRows_; collectFormatDashboardSheetHeaderVerificationRows_; collectFormatDashboardTitleRowsVerificationRows_,getDashboardVerificationPassRow_,,,Private/helper,Reachable,Low
getDashboardSectionHeaderWidth_,rows,13718,13723,collectFormatDashboardSheetDefinitionVerificationRows_,,,,Private/helper,Reachable,Low
collectBlankDashboardCells_,"row, width, labelPrefix",13724,13733,collectFormatDashboardSheetBehaviorVerificationRows_; collectFormatDashboardSheetDefinitionVerificationRows_,,,,Private/helper,Reachable,Low
collectFormatDashboardGlobalInputVerificationRows_,dashboardSheet,13734,13765,runDashboardQualityDashboardVerificationSections_; verifyFrameworkConfiguration,appendDashboardVerificationPassIfNoIssues_; collectFormatDashboardTitleRowsVerificationRows_; readDashboardSectionRows_,,,Private/helper,Reachable,Low
collectFormatDashboardTitleRowsVerificationRows_,dashboardSheet,13766,13802,collectFormatDashboardGlobalInputVerificationRows_,appendDashboardVerificationPassIfNoIssues_; isBlankCell_; numberOrDefault_; readDashboardSectionRows_,,,Private/helper,Reachable,Low
collectFormatDashboardSheetDefinitionVerificationRows_,dashboardSheet,13803,13831,runDashboardQualityDashboardVerificationSections_; verifyFrameworkConfiguration,appendDashboardVerificationPassIfNoIssues_; collectBlankDashboardCells_; getDashboardSectionHeaderWidth_; readDashboardSectionRows_,,,Private/helper,Reachable,Low
collectFormatDashboardSheetHeaderVerificationRows_,dashboardSheet,13832,13868,runDashboardQualityDashboardVerificationSections_; verifyFrameworkConfiguration,appendDashboardVerificationPassIfNoIssues_; readDashboardSectionRows_,,,Private/helper,Reachable,Low
collectFormatDashboardColumnDefinitionVerificationRows_,dashboardSheet,13869,13898,runDashboardQualityDashboardVerificationSections_; verifyFrameworkConfiguration,appendDashboardVerificationPassIfNoIssues_; isBlankCell_; numberOrDefault_; readDashboardSectionRows_,,,Private/helper,Reachable,Low
collectFormatDashboardSheetBehaviorVerificationRows_,dashboardSheet,13899,13927,runDashboardQualityDashboardVerificationSections_; verifyFrameworkConfiguration,appendDashboardVerificationPassIfNoIssues_; collectBlankDashboardCells_; readDashboardSectionRows_,,,Private/helper,Reachable,Low
getDashboardQualitySectionLastRunMillis_,sectionKey,13928,13937,,,PropertiesService,,Private/helper,No static path,Medium
dashboardQualitySectionRanWithinLastHour_,sectionKey,13938,13942,,,,,Private/helper,No static path,Low
runDashboardQualitySectionIfDue_,"sectionKey, stepName, fn, timing",13943,13950,runDashboardQualityFull; runDashboardQualityTemplateAndFormatSections_,markFrameworkStep_,,,Private/helper,Reachable,Low
runDashboardQualityQuick,,13951,13954,runAllFrameworkTestsAndBuildDashboard,runDashboardQualityStartUp,,,Public,Reachable,Low
runDashboardQualityValidateTemplates,,13955,13962,quickBuildAllTemplates,ensureDashboardQualityReportSheet_; markFrameworkStep_; runDashboardQualityTemplateAndFormatSections_; runFrameworkTimed_,,,Public,Reachable,Low
runDashboardQualityTemplateAndFormatSections_,"timing, includeDashboardAudit, includeHealthAndSignoff",13963,13994,runDashboardQualityValidateTemplates,buildTimestampedDashboardQualitySectionRows_; dashboardQualityRowsEqualValues_; ensureDashboardQualityReportSheet_; getDashboardQualitySectionRows_; getDashboardQualitySectionTitleForKey_; loadDashboardConfig_; markFrameworkStep_; replaceDashboardQualitySectionsRows_; runDashboardQualitySectionIfDue_; validateReportTemplatesCore_,,,Private/helper,Reachable,Low
getDashboardQualitySectionRegistry_,,13995,14006,,getDashboardQualityFixedSectionStartRow_,,,Private/helper,No static path,Low
collectDashboardQualityPerformanceSummaryRows_,,14007,14056,runDashboardQualityPerformanceSummary_,buildFrameworkTimingProcessSummaryRows_; ensureFrameworkTimingReport_; getFrameworkTimingDetailRows_; getLatestFrameworkTimingRowsByProcess_; worseTimingSeverity_,,sort,Private/helper,No static path,High
runDashboardQualityPerformanceSummary_,timing,14057,14063,,collectDashboardQualityPerformanceSummaryRows_; markFrameworkStep_; saveDashboardQualitySectionRows_,,,Private/helper,No static path,Low
runDashboardQualityCarePlanSyncDiagnostics_,timing,14064,14084,,existsFunctionByName_; markFrameworkStep_; saveDashboardQualitySectionRows_,,,Private/helper,No static path,Low
runDashboardQualityFull,,14085,14137,runAllFrameworkTestsAndBuildDashboard,appendCombinedDashboardSignOffRows_; buildFrameworkSummaryRows_; buildTimestampedDashboardQualitySectionRows_; ensureDashboardQualityReportSheet_; getDashboardQualitySectionRows_; markFrameworkStep_; replaceDashboardQualitySectionsRows_; runDashboardQualitySectionIfDue_; runFrameworkTimed_; writeCombinedFrameworkTimingReport_,PropertiesService,,Public,Reachable,Medium
runAllFrameworkTestsAndBuildDashboard,,14138,14146,,markFrameworkStep_; runDashboardQualityFull; runDashboardQualityQuick; runFrameworkTimed_,,,Public,Reachable,Low
repairAllTemplateDateFormats,,14147,14165,,enforceTemplateDateAndNumberFormats_; loadDashboardConfig_; markFrameworkStep_; resolveTemplateRowCount_; runFrameworkTimed_,SpreadsheetApp,,Public,No static path,Medium
normalizeSectionRowForWidth_,"row, width",14220,14225,appendDashboardSectionRows_; buildTimestampedDashboardQualitySectionRows_; normalizeDashboardQualitySectionBlock_; normalizeFrameworkTimingSectionBlock_; rebuildDashboardQualityReportShellCompact_; rebuildFrameworkTimingReportShellCompact_; replaceDashboardQualitySectionRows_; replaceDashboardQualitySectionsRows_; replaceFrameworkTimingSectionRows_; upsertDashboardColumnDefinitionRows_; writeDashboardDefaultsFast_; writeDashboardLayoutSnapshotSection_,,,,Private/helper,Reachable,Low
rowHasAnyValue_,row,14226,14231,normalizeDashboardQualitySectionBlock_; normalizeFrameworkTimingSectionBlock_; trimTrailingBlankRows_,,,,Private/helper,Reachable,Low
trimTrailingBlankRows_,rows,14232,14237,collectExistingDashboardQualitySectionBlocks_; collectExistingFrameworkTimingSectionBlocks_; normalizeDashboardQualitySectionBlock_; normalizeFrameworkTimingSectionBlock_,rowHasAnyValue_,,,Private/helper,Reachable,Low
getDefaultDashboardQualityDetailHeader_,section,14238,14259,buildDefaultDashboardQualitySectionBlock_; buildTimestampedDashboardQualitySectionRows_; normalizeDashboardQualityRowsForSection_; normalizeDashboardQualitySectionBlock_,,,,Private/helper,Reachable,Low
collectExistingDashboardQualitySectionBlocks_,sheet,14260,14277,rebuildDashboardQualityReportShellCompact_,findDashboardQualitySectionRow_; findNextDashboardQualitySectionRow_; trimTrailingBlankRows_,,,Private/helper,Reachable,Low
getDashboardQualityNotRunMessage_,section,14278,14285,buildDefaultDashboardQualitySectionBlock_,,,,Private/helper,Reachable,Low
buildDefaultDashboardQualitySectionBlock_,section,14286,14301,normalizeDashboardQualitySectionBlock_,getDashboardQualityNotRunMessage_; getDefaultDashboardQualityDetailHeader_,,,Private/helper,Reachable,Low
normalizeDashboardQualitySectionBlock_,"section, block",14302,14341,rebuildDashboardQualityReportShellCompact_,buildDefaultDashboardQualitySectionBlock_; getDefaultDashboardQualityDetailHeader_; normalizeSectionRowForWidth_; rowHasAnyValue_; trimTrailingBlankRows_,,,Private/helper,Reachable,Low
rebuildDashboardQualityReportShellCompact_,sheet,14342,14384,ensureDashboardQualityTemplateShell_; initializeDashboardQualitySheet_; replaceDashboardQualitySectionRows_; replaceDashboardQualitySectionsRows_,applyDashboardQualityReportColumnSettings_; collectExistingDashboardQualitySectionBlocks_; logBestEffortWarning_; normalizeDashboardQualitySectionBlock_; normalizeSectionRowForWidth_; styleDashboardQualityUpdatedSections_,,clearContent; setValues,Private/helper,Reachable,High
getDashboardQualitySectionTitleForKey_,sectionKey,14385,14392,buildTimestampedDashboardQualitySectionRows_; runDashboardQualityDashboardVerificationSections_; runDashboardQualityTemplateAndFormatSections_; saveDashboardQualitySectionRows_,,,,Private/helper,Reachable,Low
getDashboardQualitySectionKeyForTitle_,sectionTitle,14393,14400,buildCombinedFrameworkTestDashboard; flushSection,,,,Private/helper,Reachable,Low
hasDashboardQualityTemplateShell_,sheet,14401,14417,ensureDashboardQualityTemplateShell_; initializeDashboardQualitySheet_; replaceDashboardQualitySectionRows_; replaceDashboardQualitySectionsRows_; saveDashboardQualitySectionRows_,findDashboardQualitySectionRow_,,,Private/helper,Reachable,Low
initializeDashboardQualitySheet_,,14418,14436,ensureDashboardQualityReportSheet_; initializeSystemSheets_,applyDashboardQualityReportColumnSettings_; hasDashboardQualityTemplateShell_; rebuildDashboardQualityReportShellCompact_; showSheetIfNeeded_,SpreadsheetApp,insertSheet,Private/helper,Reachable,High
initializeSystemSheets_,,14437,14454,setupSystemSheets; verifyFrameworkConfiguration,deleteLegacyOperationalAndDiagnosticSheets_; ensureGoldenMasterTemplate_; initializeDashboardQualitySheet_; initializeFrameworkTimingSheet_; loadDashboardConfig_; logBestEffortWarning_,,,Private/helper,Reachable,Low
deleteLegacyOperationalAndDiagnosticSheets_,,14455,14458,initializeSystemSheets_,,,,Private/helper,Reachable,Low
ensureDashboardQualityReportSheet_,,14459,14462,buildCombinedFrameworkTestDashboard; runDashboardQualityDashboardVerificationSections_; runDashboardQualityFull; runDashboardQualityStartUp; runDashboardQualityTemplateAndFormatSections_; runDashboardQualityValidateTemplates; saveDashboardQualitySectionRows_; updateDashboardQualitySignoffSection_; updateDashboardQualitySummarySection_,initializeDashboardQualitySheet_,,,Private/helper,Reachable,Low
ensureDashboardQualityTemplateShell_,sheet,14463,14471,ensureDashboardQualitySectionShells_,hasDashboardQualityTemplateShell_; rebuildDashboardQualityReportShellCompact_,,,Private/helper,No static path,Low
ensureDashboardQualitySectionShells_,sheet,14472,14476,,ensureDashboardQualityTemplateShell_,,,Private/helper,No static path,Low
getDashboardQualityFixedSectionStartRow_,sectionTitle,14477,14482,getDashboardQualitySectionRegistry_,findDashboardQualitySectionRow_,SpreadsheetApp,,Private/helper,No static path,Medium
applyDashboardQualityReportColumnSettings_,"sheet, options",14483,14530,initializeDashboardQualitySheet_; rebuildDashboardQualityReportShellCompact_; styleDashboardQualityReport_,getGlobalBorderStyle_; loadDashboardConfig_; logBestEffortWarning_; trimSheetToColumnCount_,SpreadsheetApp,,Private/helper,Reachable,Medium
styleDashboardQualityReport_,"sheet, sectionTitles",14531,14541,verifyFrameworkConfiguration,applyDashboardQualityReportColumnSettings_; styleDashboardQualityUpdatedSections_,,,Private/helper,No static path,Low
normalizeDashboardQualityHeaderLabels_,row,14542,14545,,normalizeDashboardQualityOutputRow_,,,Private/helper,No static path,Low
isDashboardQualityNotesLabel_,value,14546,14550,normalizeDashboardQualityOutputRow_,,,,Private/helper,Reachable,Low
normalizeDashboardQualityOutputRow_,"row, governedHeader",14551,14581,normalizeDashboardQualityDataRows_; normalizeDashboardQualityHeaderLabels_; normalizeDashboardQualityRowsForSection_,isDashboardQualityNotesLabel_,,,Private/helper,Reachable,Low
getDashboardQualitySectionLetter_,section,14582,14586,normalizeDashboardQualityRowsForSection_,,,,Private/helper,Reachable,Low
normalizeDashboardQualityIssueValue_,"value, fallback",14587,14592,normalizeDashboardQualityRowsForSection_,,,,Private/helper,Reachable,Low
normalizeDashboardQualityRowsForSection_,"section, rows",14593,14625,buildTimestampedDashboardQualitySectionRows_,getDashboardQualitySectionLetter_; getDefaultDashboardQualityDetailHeader_; normalizeDashboardQualityIssueValue_; normalizeDashboardQualityOutputRow_,,,Private/helper,Reachable,Low
normalizeDashboardQualityDataRows_,rows,14626,14633,,normalizeDashboardQualityOutputRow_,,,Private/helper,No static path,Low
buildTimestampedDashboardQualitySectionRows_,"sectionKey, rows",14634,14656,buildCombinedFrameworkTestDashboard; flushSection; runDashboardQualityDashboardVerificationSections_; runDashboardQualityFull; runDashboardQualityTemplateAndFormatSections_; saveDashboardQualitySectionRows_; updateDashboardQualitySignoffSection_; updateDashboardQualitySummarySection_,getDashboardQualitySectionTitleForKey_; getDefaultDashboardQualityDetailHeader_; normalizeDashboardQualityRowsForSection_; normalizeSectionRowForWidth_,,,Private/helper,Reachable,Low
getStatusFromDashboardQualityRows_,rows,14657,14675,,,,,Private/helper,No static path,Low
getMostRecentTimingDurationForSectionKey_,sectionKey,14676,14697,,getTimingProcessNameForDashboardQualitySection_; logBestEffortWarning_,SpreadsheetApp,,Private/helper,No static path,Medium
getTimingProcessNameForDashboardQualitySection_,sectionKey,14698,14715,getMostRecentTimingDurationForSectionKey_,,,,Private/helper,No static path,Low
dashboardQualityRowsEqualValues_,"leftRows, rightRows",14718,14725,runDashboardQualityDashboardVerificationSections_; runDashboardQualityTemplateAndFormatSections_,,,,Private/helper,Reachable,Low
saveDashboardQualitySectionRows_,"sectionKey, rows, options",14726,14755,runDashboardQualityCarePlanSyncDiagnostics_; runDashboardQualityDashboardVerificationSections_; runDashboardQualityMasterListHealthCheck_; runDashboardQualityPerformanceSummary_; runDashboardQualityWorkflowSyncVerification_; saveDashboardQualityRowsForHealthCheck_; saveDashboardQualityRowsForTemplateValidation_; verifyFrameworkConfiguration,buildTimestampedDashboardQualitySectionRows_; ensureDashboardQualityReportSheet_; getDashboardQualitySectionTitleForKey_; hasDashboardQualityTemplateShell_; logBestEffortWarning_; replaceDashboardQualitySectionRows_,PropertiesService; SpreadsheetApp,,Private/helper,Reachable,Medium
getDashboardQualitySectionRows_,sectionKey,14756,14767,getReportFailureNotes_; getReportOverallStatus_; getStoredDashboardQualityFailureNotes_; getStoredDashboardQualityOverallStatus_; getStoredSectionStatusAndNotes_; runDashboardQualityDashboardVerificationSections_; runDashboardQualityFull; runDashboardQualityTemplateAndFormatSections_,logBestEffortWarning_,PropertiesService,,Private/helper,Reachable,Medium
deleteLegacyQualityReportSheet_,sheetName,14768,14778,writeFrameworkHealthCheckReport_; writeTemplateValidationReport_,logBestEffortWarning_,SpreadsheetApp,deleteSheet,Private/helper,Reachable,High
deleteLegacyStandaloneQualityReports_,,14779,14785,buildCombinedFrameworkTestDashboard,,,,Private/helper,Reachable,Low
saveDashboardQualityRowsForTemplateValidation_,"results, options",14786,14793,writeTemplateValidationReport_,saveDashboardQualitySectionRows_,,,Private/helper,Reachable,Low
saveDashboardQualityRowsForHealthCheck_,results,14794,14806,writeFrameworkHealthCheckReport_,saveDashboardQualitySectionRows_,,,Private/helper,Reachable,Low
getStoredDashboardQualityOverallStatus_,"sectionKey, statusCol",14807,14815,getReportOverallStatus_,getDashboardQualitySectionRows_,,,Private/helper,No static path,Low
getStoredDashboardQualityFailureNotes_,"sectionKey, statusCol",14816,14827,getReportFailureNotes_,getDashboardQualitySectionRows_,,,Private/helper,No static path,Low
buildDatedDisenrolledOutputName_,monthParts,14828,14833,,getTodayLocalDate_,Session; Utilities,,Private/helper,No static path,Medium
forceSheetRowCount_,"sheet, desiredRows",14834,14844,collectFrameworkSmokeValidationRows_; moveDisenrolledPMRsFromDemoPToExclusion_; trimOutputSheetToDataSize_,,,deleteRows,Private/helper,Reachable,High
buildCombinedFrameworkTestDashboard,,14845,14878,,buildCombinedFrameworkTestDashboardRows_; buildTimestampedDashboardQualitySectionRows_; deleteLegacyStandaloneQualityReports_; ensureDashboardQualityReportSheet_; flushSection; getDashboardQualitySectionKeyForTitle_; markFrameworkStep_; replaceDashboardQualitySectionRows_; runFrameworkTimed_,,,Public,Reachable,Low
flushSection,,14854,14861,buildCombinedFrameworkTestDashboard,buildTimestampedDashboardQualitySectionRows_; getDashboardQualitySectionKeyForTitle_; replaceDashboardQualitySectionRows_,,,Public,Reachable,Low
updateDashboardQualitySummaryTimingAndSignoffSections_,,14879,14884,,updateDashboardQualitySignoffSection_; updateDashboardQualitySummarySection_; writeCombinedFrameworkTimingReport_,,,Private/helper,No static path,Low
updateDashboardQualitySignoffSection_,,14885,14896,updateDashboardQualitySummaryTimingAndSignoffSections_,appendCombinedDashboardSignOffRows_; buildTimestampedDashboardQualitySectionRows_; ensureDashboardQualityReportSheet_; replaceDashboardQualitySectionRows_; styleDashboardQualityUpdatedSections_,PropertiesService,,Private/helper,No static path,Medium
updateDashboardQualitySummarySection_,,14897,14907,updateDashboardQualitySummaryTimingAndSignoffSections_,buildFrameworkSummaryRows_; buildTimestampedDashboardQualitySectionRows_; ensureDashboardQualityReportSheet_; replaceDashboardQualitySectionRows_; styleDashboardQualityUpdatedSections_,PropertiesService,,Private/helper,No static path,Medium
updateDashboardQualityTimingSummarySection_,,14908,14911,,writeCombinedFrameworkTimingReport_,,,Private/helper,No static path,Low
getDashboardQualitySectionBoundsMap_,sheet,14912,14940,replaceDashboardQualitySectionRows_; replaceDashboardQualitySectionsRows_; styleDashboardQualityUpdatedSections_,,,,Private/helper,Reachable,Low
replaceDashboardQualitySectionsRows_,"sheet, sectionWrites",14941,15001,runDashboardQualityDashboardVerificationSections_; runDashboardQualityFull; runDashboardQualityTemplateAndFormatSections_,getDashboardQualitySectionBoundsMap_; hasDashboardQualityTemplateShell_; normalizeSectionRowForWidth_; rebuildDashboardQualityReportShellCompact_; replaceDashboardQualitySectionRows_; styleDashboardQualityUpdatedSections_; tryDashboardQualityAnchoredColumnWrite_,,clearContent; deleteRows; setValues; sort,Private/helper,Reachable,High
tryDashboardQualityAnchoredColumnWrite_,"sheet, startRow, rowCount, output, width",15002,15018,replaceDashboardQualitySectionRows_; replaceDashboardQualitySectionsRows_,,,setValues,Private/helper,Reachable,High
replaceDashboardQualitySectionRows_,"sheet, sectionTitle, rows, options",15019,15092,buildCombinedFrameworkTestDashboard; flushSection; replaceDashboardQualitySectionsRows_; runDashboardQualityDashboardVerificationSections_; saveDashboardQualitySectionRows_; updateDashboardQualitySignoffSection_; updateDashboardQualitySummarySection_,dashboardQualitySectionContentMatches_; getDashboardQualitySectionBoundsMap_; hasDashboardQualityTemplateShell_; logBestEffortWarning_; normalizeSectionRowForWidth_; rebuildDashboardQualityReportShellCompact_; styleDashboardQualityUpdatedSections_; tryDashboardQualityAnchoredColumnWrite_,,clearContent; deleteRows; setValue; setValues,Private/helper,Reachable,High
findDashboardQualitySectionRow_,"sheet, sectionTitle",15093,15107,collectExistingDashboardQualitySectionBlocks_; getDashboardQualityFixedSectionStartRow_; hasDashboardQualityTemplateShell_,,,,Private/helper,Reachable,Low
findNextDashboardQualitySectionRow_,"sheet, startRow",15108,15118,collectExistingDashboardQualitySectionBlocks_,,,,Private/helper,Reachable,Low
dashboardQualitySectionContentMatches_,"range, output",15119,15138,replaceDashboardQualitySectionRows_,logBestEffortWarning_,,,Private/helper,Reachable,Low
mergeDashboardQualityStyleRanges_,ranges,15139,15156,styleDashboardQualityUpdatedSections_,,,sort,Private/helper,Reachable,High
styleDashboardQualityUpdatedSections_,"sheet, sectionTitles, options",15157,15246,rebuildDashboardQualityReportShellCompact_; replaceDashboardQualitySectionRows_; replaceDashboardQualitySectionsRows_; styleDashboardQualityReport_; updateDashboardQualitySignoffSection_; updateDashboardQualitySummarySection_,getDashboardQualitySectionBoundsMap_; logBestEffortWarning_; mergeDashboardQualityStyleRanges_,SpreadsheetApp,,Private/helper,Reachable,Medium
appendCombinedDashboardSignOffRows_,rows,15247,15266,runDashboardQualityFull; updateDashboardQualitySignoffSection_,getLiveDashboardAuditStatus_; getLiveFrameworkHealthStatus_; getLiveTemplateValidationStatus_; getStoredSectionStatusAndNotes_,,,Private/helper,Reachable,Low
buildFrameworkSummaryRows_,,15267,15297,runDashboardQualityFull; updateDashboardQualitySummarySection_,getStoredSectionStatusAndNotes_,,,Private/helper,Reachable,Low
getStoredSectionStatusAndNotes_,"sectionKey, statusCol",15298,15317,appendCombinedDashboardSignOffRows_; buildFrameworkSummaryRows_,getDashboardQualitySectionRows_,,,Private/helper,Reachable,Low
getReportOverallStatus_,"sheetName, statusCol",15318,15333,,getDashboardQualitySectionRows_; getStoredDashboardQualityOverallStatus_,SpreadsheetApp,,Private/helper,No static path,Medium
getReportFailureNotes_,"sheetName, statusCol",15334,15352,,getDashboardQualitySectionRows_; getStoredDashboardQualityFailureNotes_,SpreadsheetApp,,Private/helper,No static path,Medium
runFrameworkHealthCheck,timing,15353,15380,,collectFrameworkHealthCheckRows_; formatFrameworkHealthCheckIssuesForTiming_; getFrameworkHealthCheckIssueRows_; markFrameworkStep_; writeFrameworkHealthCheckReport_,,,Public,Reachable,Low
getFrameworkHealthCheckIssueRows_,results,15381,15386,runFrameworkHealthCheck,,,,Private/helper,Reachable,Low
formatFrameworkHealthCheckIssuesForTiming_,issues,15387,15398,runFrameworkHealthCheck,,,,Private/helper,Reachable,Low
appendRequiredFunctionChecks_,"results, area, names",15399,15405,collectFrameworkHealthCheckRows_,existsFunctionByName_,,,Private/helper,Reachable,Low
