function,line,phase1_category,public_api_boundary_status,no_static_path_status,undefined_dead_path_status,compatibility_status,approved_action,phase2_batch,consumer_checks_required,testing_required,notes
promptForLockedYearReportMonth_,5972,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
boolText_,6016,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
isPrimaryPMRRowValue_,6020,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
assignPrimaryPMRRows_,6025,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getCurrentBannersSheet_,6053,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getCurrentUnlockedCarePlanSheet_,6065,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getCurrentCarePlanDueSheet_,6074,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getPreviousMasterListSheet_,6086,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
getCurrentMasterListSheet_,6092,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
applyStandardFormatting_,6098,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
applyStandardFormattingAfterHeadersAndData_,6141,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
forceStandardTitleCellAlignment_,6151,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
captureHiddenSheetNames_,6160,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
restorePreviouslyHiddenSheets_,6169,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
finalizeWorkflowAfterCreateOrUpdate_,6186,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
refreshIndexAfterSheetWorkflow_,6190,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
hidePreviousMonthSheets_,6198,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
autoHidePreviousMonthSheetsAfterWorkflow_,6202,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
applyIndexSheetRowFills_,6217,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
applyCurrentVsOlderTabColors_,6238,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
organizeSheetTabs_,6261,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
formatDateColumnsByHeader_,6265,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
rowObjectFromHeaders_,6284,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
getLiveDashboardAuditStatus_,6294,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getLiveTemplateValidationStatus_,6298,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getLiveFrameworkHealthStatus_,6302,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getLiveSheetStatus_,6306,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
setMonthlySheetNameFast_,6312,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
writePMRContactsToParticipantRows_,6318,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildParticipantContactKey_,6474,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
isExpiredContactPhoneDate_,6483,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
capitalizeContactPart_,6490,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
formatRankedContact_,6497,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getMostRecentDateFromRowsByHeader_,6513,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
isDateInStrictLocalRangeInclusive_,6525,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
isDateDisplayInReportWindow_,6536,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
isParticipantEnrollmentStatusDisenrolled_,6540,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
getSheetTypeForOrganization_,6550,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
collectFrameworkHealthCheckRows_,6565,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
collectWorkflowSyncVerificationRows_,6577,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
runFrameworkSmokeValidation,6585,supported_public_menu_callback,SUPPORTED_PUBLIC_MENU_API,NOT_NO_STATIC_OR_MENU_DYNAMIC,PENDING_STATIC_ANALYSIS,NO_WRAPPER_NEEDED,KEEP_PUBLIC,PUBLIC_API_VALIDATION,existence check; menu/trigger smoke,public API smoke; menu/trigger execution,Menu callback; do not rename or remove.
collectFrameworkSmokeValidationRows_,6601,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
appendFrameworkSmokeValidationRow_,6644,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
functionSourceContainsAll_,6648,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
runDashboardQualityMasterListHealthCheck_,6655,diagnostic_or_validation_entry_point_review,DIAGNOSTIC_PUBLIC_DECISION_REQUIRED,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,WRAPPER_REQUIRED_IF_RENAMED,REVIEW_KEEP_PUBLIC_OR_TEST_ONLY,DIAGNOSTIC_API_REVIEW,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,staging smoke if changed,Keep callable through v1.6.70 testing; decide in Phase 2.
buildCombinedFrameworkTestDashboardRows_,6664,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
applyDashboardTemplateFormattingToActiveReportSheet_,6675,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
applyDashboardSortOrderAlternatingColors_,6686,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
ensureStandardTitleRows_,6728,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
isDateLikeHeader_,6746,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildMonthlySheetNameNoDashAfterPrefix_,6755,internal_no_static_path_review,INTERNAL_REVIEW_POOL,NO_STATIC_PATH,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_CONFIRMED_INTERNAL,CANDIDATE_FOR_AGGRESSIVE_REMOVAL_REVIEW,AGGRESSIVE_INTERNAL_CANDIDATE,direct callers; string references; menu callbacks; triggers; HTML/google.script.run; external/library consumers; Dashboard Quality/Health checks,syntax; menu callback scan; Dashboard Quality; full workflow staging pass,Candidate for large cleanup batch only after dynamic/external checks.
formatReportDateLabel_,6759,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
buildBannerReportOutputName_,6766,internal_helper,INTERNAL_HELPER_RETAIN,HAS_STATIC_OR_STRING_REFERENCE,PENDING_STATIC_ANALYSIS,NO_WRAPPER_IF_INTERNAL,RETAIN_INTERNAL,STATIC_REGRESSION_ONLY,existence check; static regression,staging smoke if changed,Retain unless later consolidation identifies a safe change.
